GENDER,AGE,NETMONTHLYINCOME,Credit_Score,num_times_delinquent
M,32,35000.0,688,0
M,23,35000.0,688,0
M,30,30000.0,670,2
M,39,32000.0,671,1
M,23,25400.0,661,3
M,30,25000.0,678,0
M,24,24000.0,686,1
M,35,45000.0,692,0
M,45,50000.0,651,0
M,38,15000.0,677,0
M,28,16000.0,686,0
M,26,8000.0,657,0
M,49,15000.0,753,1
F,46,17999.0,711,0
M,35,30000.0,690,0
M,25,23000.0,689,0
M,27,35000.0,677,7
M,28,32000.0,676,0
M,24,20000.0,685,0
M,31,28500.0,668,1
M,25,23000.0,679,0
M,24,35000.0,682,0
M,30,26000.0,668,0
M,22,22500.0,691,0
F,40,21000.0,697,0
M,26,15000.0,667,0
M,36,25000.0,665,1
M,41,22000.0,698,0
M,28,32200.0,688,0
M,34,25000.0,684,0
M,42,10000.0,692,0
M,47,23000.0,639,2
M,23,35000.0,642,0
M,22,30000.0,651,0
M,27,20000.0,696,0
M,32,20000.0,701,0
M,33,50000.0,684,1
M,35,15000.0,686,0
M,26,30000.0,671,14
M,22,40000.0,682,0
M,46,10000.0,696,0
M,40,18000.0,710,0
F,22,35000.0,671,0
M,25,21000.0,681,0
M,26,35000.0,691,0
M,34,18000.0,684,0
F,33,20600.0,683,0
M,40,75000.0,684,0
F,60,35500.0,716,0
F,31,2500.0,681,0
M,30,18000.0,694,0
M,22,15000.0,678,2
M,26,19000.0,677,0
M,22,16000.0,703,0
M,34,30000.0,677,4
M,46,15000.0,689,0
M,54,70000.0,724,0
M,42,9500.0,702,0
F,27,40000.0,695,0
M,28,17000.0,681,3
M,41,25000.0,703,0
M,21,26000.0,668,1
F,48,17800.0,711,0
M,35,40000.0,642,0
F,38,30000.0,706,0
M,32,13500.0,684,0
M,21,20000.0,665,0
M,57,17093.0,671,0
M,36,18000.0,674,0
M,24,35000.0,689,0
M,37,47000.0,684,0
M,53,31000.0,753,14
M,24,42000.0,681,0
M,52,30000.0,713,0
M,24,18000.0,680,0
M,39,30000.0,649,0
M,26,20000.0,677,0
M,26,45000.0,649,0
M,35,20000.0,672,0
M,27,35000.0,742,27
M,23,14000.0,660,1
M,40,16500.0,669,0
M,25,30000.0,668,0
M,31,16000.0,691,0
M,43,22000.0,646,3
M,25,30000.0,669,0
M,31,20000.0,686,0
M,43,20000.0,680,1
M,38,40000.0,703,0
M,28,18000.0,690,5
M,26,21500.0,665,2
M,55,35000.0,704,0
M,26,30000.0,673,0
M,53,6980.0,726,0
M,21,14000.0,677,0
M,22,22000.0,665,0
M,33,18000.0,682,0
M,29,12000.0,679,4
M,29,24500.0,663,0
M,32,22000.0,648,0
M,36,15000.0,706,0
M,44,10000.0,684,4
M,42,16000.0,750,0
M,30,15000.0,681,0
M,24,25000.0,614,0
M,39,40000.0,628,1
M,39,60000.0,651,4
M,39,18000.0,681,0
M,34,18000.0,676,0
M,32,34000.0,703,7
M,38,45000.0,700,0
F,22,13500.0,646,0
M,33,20000.0,692,0
M,45,30000.0,693,0
F,40,20000.0,685,11
M,34,15000.0,671,10
M,39,60000.0,690,0
M,24,12500.0,682,0
F,44,35000.0,711,0
M,24,20000.0,683,0
M,29,23000.0,661,0
M,31,45000.0,682,4
M,44,18000.0,676,7
M,26,15000.0,663,26
M,33,22000.0,665,11
F,49,30000.0,676,0
M,30,15000.0,693,0
M,34,38000.0,745,0
M,38,22000.0,685,0
M,50,20000.0,686,0
M,30,17000.0,647,0
F,46,16000.0,668,4
F,45,22000.0,676,0
M,42,35000.0,709,0
M,23,36840.0,644,0
M,34,25500.0,721,0
M,41,30000.0,672,0
M,35,12000.0,686,0
M,35,27500.0,676,0
M,21,15680.0,669,1
M,25,25000.0,662,0
M,28,40000.0,669,0
M,28,21000.0,691,0
M,32,30000.0,688,0
M,25,18000.0,692,1
M,24,24000.0,675,0
M,31,19000.0,648,7
M,27,30000.0,689,0
F,38,30000.0,668,0
F,49,25000.0,664,0
F,38,10000.0,683,0
M,37,45200.0,681,1
M,27,15000.0,636,19
F,39,30000.0,674,0
M,32,29000.0,694,24
M,35,10000.0,674,0
M,29,12000.0,688,0
M,32,15000.0,684,0
M,25,25000.0,682,0
M,29,10500.0,676,0
M,40,13000.0,698,0
F,42,16000.0,685,0
M,36,25000.0,660,0
F,35,25000.0,683,0
M,27,20000.0,702,2
M,56,16000.0,692,0
M,23,18000.0,659,1
M,22,10000.0,662,1
M,27,12000.0,673,5
M,28,70000.0,677,13
M,23,16500.0,673,0
M,27,25000.0,699,3
M,28,19000.0,641,2
M,39,25000.0,667,1
M,44,35000.0,706,2
F,33,18000.0,682,0
M,21,43000.0,693,0
M,32,30000.0,644,1
M,23,28000.0,685,0
M,31,15000.0,690,0
M,27,24000.0,667,0
M,38,60000.0,683,1
F,31,15000.0,679,0
F,28,12500.0,657,0
M,41,28000.0,710,4
M,23,19000.0,679,0
M,33,40000.0,689,2
M,49,25000.0,691,14
M,43,30000.0,681,0
M,30,18000.0,680,1
M,23,18000.0,656,0
M,34,45000.0,671,2
M,33,35000.0,675,0
M,39,35000.0,672,0
M,29,18000.0,675,2
M,23,19000.0,657,0
M,40,35000.0,641,0
M,45,25000.0,686,1
M,45,45000.0,673,0
M,22,15000.0,659,0
M,29,25000.0,690,8
M,29,15000.0,688,0
M,38,50000.0,721,3
M,26,15000.0,691,0
M,30,50000.0,663,7
M,25,25000.0,662,30
M,34,25000.0,670,0
M,21,14000.0,682,0
M,34,26000.0,684,5
M,29,18500.0,693,0
M,26,12000.0,654,0
M,36,50000.0,691,0
M,31,15000.0,684,0
M,38,23000.0,691,0
M,26,11500.0,668,2
M,29,8000.0,672,0
F,29,15000.0,643,0
M,30,22000.0,682,0
M,36,13500.0,671,8
M,26,22000.0,699,0
M,25,28000.0,582,0
M,24,25000.0,670,1
M,27,40000.0,691,0
M,33,13000.0,689,0
F,47,20000.0,686,0
M,27,55000.0,686,2
M,25,20000.0,684,12
M,58,22000.0,683,0
M,26,18000.0,664,0
M,30,21000.0,698,0
F,22,18000.0,676,2
M,26,9000.0,677,3
F,51,14000.0,682,0
M,40,30000.0,683,0
M,30,25000.0,693,0
M,23,15000.0,670,0
M,27,40000.0,674,0
M,46,30000.0,765,0
M,37,30000.0,693,0
M,22,13000.0,671,0
M,37,21300.0,669,0
M,33,19000.0,666,0
M,25,13500.0,669,7
M,49,20000.0,701,0
M,28,18000.0,669,1
M,28,16000.0,688,0
M,37,62000.0,688,2
M,26,35000.0,661,1
M,21,35000.0,674,0
M,26,14000.0,679,0
M,49,30000.0,666,6
M,49,10000.0,689,0
M,51,22000.0,687,0
M,25,16000.0,685,0
M,43,35000.0,684,30
M,32,45000.0,667,3
M,32,12000.0,676,0
M,21,28000.0,667,0
M,29,21000.0,633,0
M,36,38000.0,721,0
M,26,10000.0,669,0
M,26,19200.0,671,0
M,25,35000.0,678,0
M,22,27000.0,643,0
M,31,60000.0,682,0
F,41,39000.0,645,10
M,43,18000.0,743,0
M,30,28000.0,669,1
M,22,25000.0,691,0
M,46,21000.0,708,0
M,41,40000.0,693,0
M,34,33500.0,677,13
M,27,20000.0,681,0
M,33,23000.0,692,0
F,26,48600.0,680,1
M,21,18000.0,696,0
M,36,25000.0,657,0
M,31,15000.0,663,0
F,38,25000.0,679,1
M,31,35000.0,686,10
M,26,20000.0,682,0
M,30,40000.0,738,0
M,31,45000.0,687,9
M,24,35000.0,672,0
M,34,34000.0,701,0
M,40,22000.0,679,0
M,55,21500.0,696,0
M,27,16000.0,688,0
M,55,40000.0,683,0
M,29,23000.0,679,2
M,23,30000.0,678,0
M,36,18000.0,688,0
M,32,17845.0,687,2
M,25,28000.0,666,0
M,55,38000.0,692,0
F,24,10000.0,687,0
F,33,25000.0,703,0
M,37,15000.0,717,0
M,37,14000.0,687,3
F,39,17000.0,665,0
M,36,33000.0,687,0
M,24,16000.0,670,0
M,35,33000.0,666,13
M,25,18200.0,664,0
M,33,20000.0,682,0
M,27,20000.0,690,0
M,39,35000.0,685,0
M,29,20000.0,660,1
M,35,18000.0,675,0
M,30,30000.0,692,0
M,42,25000.0,650,0
M,45,13000.0,686,5
M,44,20000.0,670,0
M,28,21000.0,684,0
F,40,18000.0,659,1
F,42,20000.0,694,3
M,30,25000.0,682,0
M,38,25000.0,679,0
M,22,15000.0,673,4
M,41,30000.0,696,21
F,21,26000.0,685,0
M,28,25000.0,704,0
M,26,9000.0,678,1
M,48,30000.0,672,0
M,24,25000.0,675,0
M,23,14000.0,686,0
M,32,35000.0,681,0
M,26,18000.0,663,19
M,56,20000.0,693,11
F,31,28500.0,698,0
M,31,70000.0,575,1
F,36,30000.0,680,0
M,37,15000.0,685,0
M,49,24500.0,712,0
M,29,21000.0,692,0
M,24,22000.0,688,0
M,22,15000.0,687,0
M,40,45000.0,685,0
M,48,32000.0,674,0
M,49,55000.0,697,6
M,21,20000.0,682,0
M,25,80000.0,676,0
M,35,11000.0,678,0
M,28,31500.0,669,0
F,33,18000.0,684,3
M,32,31645.0,664,3
F,24,30000.0,670,0
M,39,80000.0,742,1
M,32,17000.0,652,4
M,32,50000.0,658,9
M,23,22000.0,665,0
M,24,14500.0,671,1
M,30,15000.0,671,0
M,58,35000.0,725,0
M,36,30000.0,696,0
M,24,39000.0,683,0
M,58,25000.0,674,0
M,27,45000.0,672,0
M,32,12000.0,644,0
M,30,20000.0,684,0
M,41,15000.0,718,0
M,31,13000.0,689,0
M,50,45000.0,664,0
M,42,37000.0,663,4
M,27,20000.0,655,1
M,36,32000.0,699,0
M,54,20000.0,676,4
M,30,15000.0,659,0
M,22,18000.0,678,0
M,25,18000.0,681,0
M,34,25000.0,703,0
M,25,26000.0,666,2
M,23,10100.0,633,0
M,27,22500.0,680,0
M,22,38000.0,687,0
M,28,17000.0,675,0
F,40,19000.0,674,3
M,48,22100.0,667,2
M,32,19500.0,667,0
F,32,10000.0,683,0
M,39,25000.0,667,0
M,31,35000.0,703,0
M,28,22000.0,663,1
M,39,24000.0,707,2
F,23,24000.0,660,0
M,31,30000.0,636,0
F,30,21000.0,686,0
M,53,25000.0,687,0
M,29,23000.0,694,10
M,46,28900.0,666,0
M,33,16000.0,672,0
M,31,22000.0,666,0
M,30,20000.0,689,1
M,44,20000.0,669,8
M,38,27000.0,682,0
M,49,30000.0,696,0
M,25,20000.0,678,0
M,43,24500.0,670,2
M,43,35000.0,683,0
M,33,15000.0,657,10
M,24,25000.0,685,0
M,25,18000.0,673,1
M,26,15000.0,677,10
M,34,24000.0,689,2
M,26,18000.0,675,0
M,25,20000.0,681,0
M,35,28000.0,663,2
M,41,27000.0,686,2
M,25,20000.0,675,3
M,40,15000.0,718,0
M,27,18500.0,666,0
M,29,28000.0,703,1
F,44,10500.0,690,0
M,26,40000.0,666,1
M,35,34000.0,675,2
M,36,25000.0,751,9
M,24,15000.0,654,2
F,36,18000.0,696,0
M,27,35000.0,684,0
M,32,12000.0,677,0
M,39,50000.0,684,0
M,32,40000.0,689,0
M,44,35000.0,692,0
M,34,30000.0,677,0
M,36,20000.0,681,0
F,37,22000.0,604,4
F,35,23500.0,671,4
M,24,16000.0,673,0
M,49,25000.0,695,20
M,42,12000.0,675,0
F,32,20000.0,667,0
M,26,20000.0,664,0
M,25,32000.0,671,0
M,24,25000.0,689,3
M,32,20000.0,659,2
M,24,32000.0,693,0
M,39,30000.0,679,4
M,38,15000.0,689,0
M,25,30000.0,671,0
M,34,17000.0,679,0
M,31,30000.0,675,0
M,22,38000.0,671,1
M,41,15000.0,678,0
M,22,14000.0,673,0
F,31,13500.0,656,0
M,22,30000.0,695,0
M,49,45000.0,669,5
M,23,11000.0,680,0
M,32,38000.0,658,0
F,33,17500.0,663,7
M,32,30560.0,682,0
F,31,40000.0,687,0
F,21,17500.0,693,0
M,39,23000.0,655,0
M,55,25642.0,716,16
M,21,17000.0,682,0
M,28,15000.0,683,0
M,24,30000.0,683,0
M,22,8000.0,681,0
M,26,13000.0,677,1
M,28,38000.0,690,4
M,47,40000.0,682,0
M,23,12000.0,670,1
M,26,34000.0,664,1
M,29,23000.0,671,0
M,42,18000.0,660,2
M,35,13000.0,673,0
M,40,20000.0,745,2
M,33,17000.0,688,6
M,35,53000.0,683,0
M,60,100000.0,700,0
M,31,40000.0,713,0
M,33,15000.0,670,2
F,37,45000.0,691,6
M,30,20000.0,691,0
M,32,45000.0,686,13
M,25,30000.0,681,0
M,45,25000.0,695,0
M,40,30000.0,698,0
M,37,18000.0,702,0
M,32,25000.0,682,0
M,48,25000.0,681,0
M,31,23790.0,663,3
F,35,40000.0,693,0
M,41,20000.0,663,14
F,24,15000.0,684,0
M,29,35000.0,681,0
M,26,23000.0,657,1
M,34,11000.0,693,0
M,35,25000.0,676,0
M,29,40000.0,660,0
M,35,25000.0,701,0
M,30,18000.0,690,0
F,23,9500.0,671,0
M,30,34000.0,684,0
M,25,16000.0,665,8
M,33,16000.0,683,0
M,23,12000.0,665,1
M,35,14000.0,669,0
M,22,17500.0,672,0
M,29,20000.0,651,1
M,25,12000.0,678,0
M,36,55000.0,672,0
M,35,20000.0,665,0
M,27,35000.0,673,0
M,38,12500.0,719,0
F,29,20000.0,668,20
M,26,18000.0,688,0
M,28,22000.0,685,0
M,21,24000.0,659,2
M,26,50000.0,684,0
M,50,15000.0,692,0
M,36,20000.0,662,0
M,45,25000.0,700,1
M,33,30000.0,676,0
M,35,16000.0,673,0
M,33,22000.0,669,0
M,31,25000.0,683,0
M,24,45000.0,696,0
M,21,25000.0,668,0
M,23,23000.0,683,12
F,26,10000.0,682,0
M,23,10000.0,670,2
M,27,19000.0,659,2
M,46,25000.0,678,0
M,23,17000.0,673,0
M,25,17000.0,663,4
F,21,65800.0,677,0
M,43,37090.0,624,0
M,27,15000.0,658,1
M,39,60000.0,697,0
M,23,14000.0,673,0
M,40,20000.0,706,0
M,28,18000.0,666,2
M,36,20000.0,679,0
M,28,23000.0,659,0
M,32,25000.0,688,10
M,38,58000.0,680,0
M,51,35000.0,626,1
M,22,17000.0,669,0
M,25,28000.0,678,4
M,52,12500.0,673,0
M,28,30000.0,689,0
M,28,18000.0,671,0
F,42,14500.0,671,0
M,21,35000.0,662,2
M,22,24000.0,670,0
M,28,18000.0,703,0
M,21,16000.0,665,0
M,21,15368.0,675,0
M,24,50000.0,683,9
F,44,38000.0,674,17
F,38,30000.0,638,2
M,37,34600.0,695,0
M,50,14000.0,672,0
M,24,42000.0,665,1
M,29,18000.0,677,0
M,23,20000.0,656,2
M,32,25000.0,664,12
M,32,12000.0,682,0
M,22,12000.0,680,0
M,49,24000.0,678,0
M,31,32000.0,687,9
M,22,10000.0,687,0
M,37,30000.0,712,0
M,27,18000.0,665,0
M,61,33000.0,698,0
M,23,33000.0,692,0
M,52,55000.0,716,3
M,49,14000.0,720,0
M,33,25000.0,663,0
M,34,15000.0,689,0
M,25,1500.0,673,0
M,23,18000.0,664,0
M,29,29500.0,686,0
M,28,25000.0,666,2
M,27,14000.0,662,0
M,33,18000.0,661,0
M,29,23000.0,661,2
F,34,18000.0,690,0
M,29,35000.0,679,0
M,36,30000.0,682,0
M,43,55000.0,715,0
F,22,15000.0,684,0
M,28,24000.0,623,0
M,34,20000.0,708,0
M,24,20000.0,680,0
M,34,25000.0,671,0
M,28,25000.0,678,0
M,35,19000.0,672,0
M,32,17000.0,680,0
M,21,20000.0,627,0
M,29,75000.0,667,0
F,38,7000.0,669,0
M,26,25000.0,683,0
F,32,38000.0,674,1
M,37,20000.0,675,3
F,44,20000.0,667,3
M,50,21000.0,676,0
M,25,24000.0,647,3
F,49,35000.0,680,0
M,51,25000.0,677,13
F,27,13000.0,673,1
M,23,13000.0,686,0
M,53,36000.0,714,0
M,27,12000.0,679,1
F,38,20000.0,695,0
F,30,30000.0,682,0
M,47,20000.0,662,0
M,27,25000.0,676,0
M,22,20000.0,681,0
M,26,14000.0,677,0
M,27,19000.0,682,0
M,40,80000.0,691,10
M,23,25000.0,700,0
F,31,13500.0,669,0
M,43,33000.0,691,0
M,27,25000.0,689,0
M,30,25000.0,662,1
M,32,10000.0,673,0
M,26,36000.0,684,0
F,28,25000.0,674,0
M,51,38500.0,724,0
M,25,14000.0,662,0
M,34,34000.0,652,1
M,30,37000.0,660,5
M,45,25000.0,695,0
M,40,40000.0,715,14
M,25,25000.0,691,0
M,47,25000.0,692,0
M,24,14800.0,663,0
M,28,13000.0,695,13
M,34,30000.0,671,12
M,41,16722.0,704,0
M,58,22000.0,690,0
M,28,25000.0,681,0
M,31,15000.0,680,0
M,49,30000.0,709,0
M,48,20000.0,680,0
M,31,30000.0,683,1
M,36,25000.0,697,0
M,39,25000.0,713,0
M,38,30000.0,682,0
M,28,12800.0,667,1
M,22,28200.0,665,0
M,33,18000.0,678,0
M,35,15000.0,680,0
M,28,30000.0,682,0
M,28,32000.0,676,0
M,30,45000.0,660,1
M,24,20000.0,674,0
M,22,11000.0,691,0
M,56,26500.0,699,9
M,40,13000.0,672,0
M,31,47000.0,656,2
M,24,14000.0,617,3
F,26,22000.0,686,0
F,43,22000.0,671,3
M,30,14800.0,669,0
M,37,17000.0,694,1
M,36,20000.0,712,0
M,56,25000.0,703,0
M,22,35000.0,670,0
M,22,10731.0,671,0
M,21,28000.0,655,0
M,26,16000.0,695,0
M,34,26000.0,695,0
M,30,24000.0,661,0
M,25,23000.0,688,0
M,34,15000.0,676,0
F,32,34500.0,658,0
M,35,28000.0,678,0
M,24,18000.0,647,1
M,45,18500.0,728,0
M,52,20000.0,677,3
M,24,25000.0,658,9
M,56,40000.0,670,0
F,39,22000.0,659,0
M,39,20000.0,708,0
M,38,22000.0,683,0
M,25,16000.0,651,2
M,24,16000.0,682,0
M,26,16000.0,704,0
M,25,15000.0,685,0
M,31,14000.0,703,0
F,42,20000.0,657,4
M,39,20000.0,684,0
M,21,25000.0,679,0
F,34,25000.0,683,0
M,27,26000.0,678,0
M,28,30000.0,688,6
M,27,12000.0,661,4
M,39,28000.0,685,0
M,41,29000.0,705,0
M,41,28000.0,692,0
M,53,35000.0,691,0
F,36,20000.0,652,0
M,49,25000.0,681,0
M,25,47000.0,626,0
M,26,25000.0,649,0
M,30,25000.0,677,0
M,31,20000.0,718,19
M,23,12000.0,692,0
M,31,15000.0,696,20
M,34,32000.0,678,0
M,25,24000.0,682,0
M,34,25000.0,681,0
F,42,25000.0,684,8
M,32,15000.0,691,0
M,23,23000.0,675,0
M,30,21000.0,640,1
M,37,20000.0,666,0
M,55,32000.0,738,0
M,33,25000.0,673,6
M,32,18000.0,677,4
M,29,17000.0,677,5
F,33,35000.0,665,10
M,33,18000.0,706,0
F,34,14000.0,684,0
M,36,50000.0,710,0
F,39,30000.0,687,0
M,28,16000.0,682,0
M,43,60000.0,703,5
F,39,9000.0,694,0
M,24,22000.0,676,0
M,23,35000.0,660,5
M,29,15000.0,672,0
M,25,18000.0,686,0
M,32,12000.0,688,0
M,36,21000.0,690,6
M,37,26000.0,698,1
M,35,45000.0,680,15
M,31,10000.0,697,2
F,34,40000.0,714,0
M,43,50000.0,700,0
M,38,20000.0,700,0
M,37,25000.0,680,0
M,25,16000.0,648,0
M,26,15500.0,712,0
M,27,40000.0,622,18
M,27,40000.0,678,0
M,49,20000.0,682,0
F,46,15000.0,683,0
M,33,20000.0,683,0
M,24,80000.0,677,0
F,28,15000.0,692,0
M,26,25000.0,655,0
M,25,15000.0,680,1
F,25,50000.0,679,0
M,31,25000.0,685,0
M,30,45000.0,665,0
M,35,15000.0,678,0
M,24,19000.0,685,0
F,33,25000.0,662,0
F,34,35580.0,670,1
M,38,15000.0,647,2
M,37,35000.0,659,3
M,42,17000.0,673,0
M,28,45000.0,660,7
M,33,7500.0,712,0
M,32,14000.0,708,0
M,28,25000.0,696,0
M,22,15000.0,672,0
M,27,17000.0,660,4
M,28,30000.0,690,0
M,27,20000.0,690,0
F,28,60000.0,670,0
M,24,45000.0,679,2
M,38,20000.0,700,0
M,36,28000.0,674,0
F,39,20000.0,683,0
M,28,19000.0,667,17
M,31,20000.0,692,0
M,40,30000.0,668,0
M,39,15000.0,712,0
M,35,35000.0,657,0
M,24,20000.0,671,0
M,28,12000.0,692,0
M,40,13500.0,660,2
M,31,40000.0,672,0
M,34,45000.0,705,3
M,37,25000.0,663,0
M,24,14600.0,662,5
M,31,28500.0,657,1
M,39,55000.0,681,0
M,24,12000.0,690,0
M,30,45000.0,675,0
M,25,34000.0,667,0
M,28,2000.0,676,8
M,28,28000.0,672,1
M,31,42000.0,648,0
M,30,20000.0,679,0
M,26,28000.0,657,0
M,25,20000.0,678,0
M,52,14500.0,657,11
M,33,22000.0,664,1
M,25,45000.0,640,0
M,24,35000.0,687,0
M,40,22000.0,649,3
M,23,15000.0,634,12
M,26,18500.0,690,0
M,38,11000.0,664,7
M,32,41000.0,666,5
F,40,20000.0,641,1
F,44,13000.0,630,0
M,28,40000.0,682,0
M,22,18500.0,670,0
M,38,22000.0,711,3
M,29,44000.0,672,2
M,38,23000.0,705,0
M,25,25000.0,648,0
M,38,35000.0,685,0
M,21,38000.0,670,0
M,40,30000.0,675,2
M,31,21945.0,713,0
M,26,10000.0,686,0
M,36,20000.0,660,1
M,23,20000.0,653,0
M,36,20000.0,671,0
M,37,32000.0,688,0
M,24,12500.0,698,0
M,32,16000.0,664,3
F,26,12000.0,710,0
M,29,20000.0,685,0
M,21,17000.0,677,0
M,24,25000.0,675,0
M,37,30000.0,691,0
M,25,25000.0,669,0
M,34,13500.0,685,0
M,30,45000.0,684,0
M,31,35000.0,672,0
M,31,28000.0,689,0
M,32,15000.0,688,1
M,22,14500.0,690,0
M,48,18000.0,694,0
M,26,51000.0,715,0
M,26,32180.0,662,0
F,48,14500.0,647,0
M,24,15000.0,676,0
M,31,16500.0,672,2
M,46,24000.0,697,0
M,42,41000.0,722,0
M,23,13000.0,684,0
M,50,18000.0,694,0
M,26,25000.0,684,0
M,40,12000.0,661,0
M,56,20000.0,716,0
M,46,15000.0,687,0
M,24,18000.0,654,0
M,23,25000.0,660,1
M,27,30000.0,694,0
M,26,10000.0,683,0
M,34,18000.0,663,0
M,34,32000.0,704,0
F,29,15000.0,701,0
M,29,32000.0,707,0
M,33,45000.0,716,0
F,38,12500.0,692,0
M,29,45000.0,662,4
M,27,23000.0,631,2
M,25,20000.0,688,0
M,30,40000.0,686,0
M,34,18600.0,672,1
M,31,16500.0,674,0
M,58,18000.0,676,0
M,26,25000.0,674,0
M,53,19000.0,635,5
F,47,34000.0,692,0
F,28,20000.0,691,0
M,36,45000.0,716,0
M,35,12000.0,654,2
M,24,18000.0,679,2
M,46,30000.0,687,0
M,30,25000.0,658,2
M,43,45000.0,679,18
M,28,35000.0,690,0
M,42,25000.0,640,2
M,25,45000.0,679,33
M,49,20000.0,689,6
M,42,30000.0,677,0
M,25,25000.0,620,0
M,45,3.0,670,0
F,44,25000.0,694,0
M,25,30000.0,669,6
M,35,15000.0,692,6
M,34,25000.0,683,0
M,33,29500.0,601,4
M,34,23000.0,683,0
F,30,20000.0,691,0
M,24,20500.0,702,0
M,46,20000.0,718,0
M,31,30000.0,661,0
M,35,31200.0,678,0
M,22,18000.0,660,3
M,33,63790.0,668,1
M,34,25000.0,673,0
M,25,50000.0,688,0
M,39,16459.0,670,0
F,34,12000.0,681,0
M,44,25000.0,673,0
M,36,24000.0,699,11
F,30,6000.0,684,0
M,26,15000.0,638,2
M,28,40000.0,687,0
M,22,35000.0,668,1
M,34,24000.0,657,5
M,36,38000.0,597,0
M,38,30000.0,686,0
M,40,20000.0,696,0
F,33,15000.0,681,0
M,26,19700.0,673,0
F,46,20000.0,756,0
F,42,17000.0,687,0
F,45,55000.0,712,0
M,45,25000.0,665,3
M,54,23000.0,674,0
M,42,55000.0,679,0
F,38,23000.0,662,1
M,24,25000.0,672,0
M,32,15000.0,670,0
F,30,20000.0,667,1
M,27,10000.0,675,1
M,26,18000.0,687,0
M,61,50000.0,671,0
M,24,20000.0,673,1
M,26,17500.0,671,0
M,33,22000.0,695,0
M,30,25000.0,666,0
M,43,23500.0,685,0
F,37,20000.0,660,8
M,31,32000.0,680,1
M,32,15000.0,660,1
M,44,18000.0,740,0
M,46,14000.0,678,5
M,53,18000.0,682,7
M,37,35000.0,688,0
M,24,9000.0,679,0
M,53,20000.0,683,0
M,55,82300.0,695,8
M,44,5000.0,705,0
M,33,38000.0,706,0
M,37,25000.0,695,1
M,26,90000.0,624,0
M,21,18000.0,645,0
M,30,50000.0,677,2
M,21,26500.0,641,0
M,45,26000.0,679,0
M,46,41000.0,707,1
M,39,20000.0,693,0
F,41,14000.0,668,0
M,24,33000.0,652,2
M,48,28600.0,687,0
M,28,13500.0,678,0
M,25,19000.0,692,0
M,29,25000.0,685,0
M,40,18000.0,681,0
M,33,8500.0,684,0
M,42,45000.0,685,0
M,29,16500.0,658,3
M,26,34000.0,660,0
M,24,23600.0,681,0
M,23,16000.0,682,0
M,35,12800.0,692,0
M,21,15000.0,692,0
F,23,20000.0,678,0
M,29,20000.0,663,1
M,34,14000.0,665,0
M,37,45000.0,660,0
M,28,23000.0,655,2
M,38,12000.0,650,0
F,31,25000.0,703,0
M,36,35000.0,690,0
F,43,34000.0,706,7
M,24,15000.0,671,0
M,30,16000.0,673,0
M,52,21000.0,691,19
M,38,20000.0,685,1
M,23,24000.0,656,0
M,24,20000.0,650,0
F,37,60000.0,665,5
M,43,35000.0,711,2
M,44,25000.0,689,0
M,40,32000.0,677,16
M,25,33500.0,672,4
M,22,15000.0,686,0
M,47,30000.0,688,0
M,34,20000.0,694,0
M,34,22500.0,676,0
M,22,20000.0,697,0
M,24,18000.0,681,0
M,29,12000.0,681,1
M,22,15500.0,658,0
M,23,30000.0,600,0
M,31,20000.0,673,0
F,40,25000.0,697,0
M,28,23000.0,644,0
M,30,18500.0,683,0
M,30,38000.0,679,0
M,32,15000.0,696,0
M,36,30000.0,670,6
M,30,30000.0,686,0
M,43,38000.0,689,0
F,30,20000.0,722,0
M,36,15000.0,685,3
M,30,22000.0,663,0
F,53,35000.0,683,0
M,34,30000.0,680,4
F,31,11000.0,657,1
M,32,32000.0,680,8
M,40,10000.0,657,0
M,48,25000.0,695,0
M,40,45000.0,679,18
M,21,18000.0,658,0
M,49,14000.0,724,39
M,35,23500.0,655,3
M,48,28000.0,729,0
M,25,21000.0,656,0
M,39,62000.0,693,2
M,24,12000.0,676,0
M,32,25000.0,614,5
M,26,18000.0,664,0
M,30,24000.0,687,2
M,42,45000.0,675,10
M,34,23000.0,686,5
M,26,25000.0,683,0
M,27,40000.0,688,0
M,59,18000.0,677,0
M,25,18000.0,653,0
M,27,14500.0,696,0
M,36,23500.0,666,0
M,29,20000.0,637,0
M,28,25000.0,695,0
M,27,29000.0,690,0
M,43,16500.0,727,0
M,23,13000.0,655,1
M,30,30000.0,693,0
M,51,40000.0,677,0
M,34,35000.0,654,5
M,26,28500.0,656,0
M,23,70000.0,656,0
M,41,12000.0,678,0
M,29,30000.0,713,0
M,31,15000.0,654,0
M,63,29000.0,660,0
M,35,38500.0,668,0
F,47,20000.0,677,29
M,33,35000.0,648,0
M,25,21000.0,677,0
M,41,40000.0,720,0
M,24,23000.0,673,0
M,36,25000.0,673,3
M,35,28000.0,680,0
M,25,20000.0,688,0
M,46,25000.0,683,0
M,24,21500.0,657,0
M,33,30000.0,695,0
M,30,25000.0,673,0
M,27,48000.0,693,1
M,38,40000.0,710,3
M,55,25000.0,687,0
M,30,22000.0,662,0
M,28,12000.0,694,0
M,29,30000.0,670,0
M,24,24500.0,624,9
M,46,15000.0,652,0
F,48,22000.0,679,0
M,35,21500.0,686,21
M,23,22500.0,694,0
M,25,25000.0,668,2
M,40,30000.0,711,1
M,28,35000.0,656,0
M,31,13000.0,674,0
M,34,30000.0,688,9
M,37,23000.0,711,0
